Supplier Invoice,Supplier Invoice Total Amount ,Invoice Date,Status,Accounting Date for Supplier Invoice,Supplier Name,Payment Status,Beginning Payment Date,Payment Amount,Discount Taken,Payment Type,CF CCD LRV Payment Reconciliation Status SID,Bank Cleared Date,Invoice Amount,Due Date,Purchase Orders,Extended Amount,Cost Center
SI-00663317,1478.79,11/20/2023,Approved,12/1/2023,NEWMARK PARTNERS LP,Paid,12/21/2023,1478.79,0,ACH,Reconciled,12/22/2023,1478.79,11/20/2023,PO-00136655,1478.79,CDBG Administration
SI-00623806,10605.67,11/20/2023,Approved,12/1/2023,FACILITY SOLUTIONS GROUP FSG,Paid,12/13/2023,10605.67,0,ACH,Reconciled,12/14/2023,10605.67,11/20/2023,PO-00139804,10605.67,CDBG Administration
SI-00606015,20353.18,11/20/2023,Approved,12/1/2023,QUEBEC HOSPITALITY LLC,Paid,12/20/2023,20353.18,0,Check,Reconciled,1/8/2024,20353.18,12/20/2023,PO-00165678,19784.41,CDBG Administration
SI-00613350,3102.78,11/20/2023,Approved,12/1/2023,SAINT FRANCIS CENTER,Paid,12/20/2023,3102.78,0,ACH,Reconciled,12/21/2023,3102.78,12/20/2023,PO-00147542,3102.78,CDBG Administration
SI-00695953,50117,11/20/2023,Approved,12/1/2023,JBK HOTELS LLC,Paid,12/20/2023,50117,0,ACH,Reconciled,12/21/2023,50117,12/20/2023,PO-00153371,50117,CDBG Administration
SI-00645124,53492.97,11/20/2023,Approved,12/1/2023,JBK HOTELS LLC,Paid,12/20/2023,53492.97,0,ACH,Reconciled,12/21/2023,53492.97,12/20/2023,PO-00153371,53492.97,CDBG Administration
SI-00620151,142591.02,11/20/2023,Approved,12/1/2023,HANDPRINT ARCHITECTURE INC,Paid,12/20/2023,142591.02,0,ACH,Reconciled,12/21/2023,142591.02,12/20/2023,PO-00128621,142591.02,CDBG Administration
SI-00615840,35995.25,11/20/2023,Approved,11/20/2023,HANDPRINT ARCHITECTURE INC,Paid,12/20/2023,35995.25,0,ACH,Reconciled,12/21/2023,35995.25,12/20/2023,PO-00128621,35995.25,CDBG Administration
SI-00643117,77542.26,11/20/2023,Approved,11/20/2023,HANDPRINT ARCHITECTURE INC,Paid,12/20/2023,77542.26,0,ACH,Reconciled,12/21/2023,77542.26,12/20/2023,PO-00128621,77542.26,CDBG Administration
SI-00668940,17136,11/20/2023,Approved,11/20/2023,VOLUNTEERS OF AMERICA COLORADO BRANCH,Paid,11/24/2023,17136,0,ACH,Reconciled,11/27/2023,17136,11/24/2023,PO-00127631,17136,CDBG Administration
SI-00686536,250,11/21/2023,Approved,11/21/2023,DENVER RESCUE MISSION,Paid,11/24/2023,250,0,Check,Reconciled,12/6/2023,250,11/24/2023,PO-00105635,250,CDBG Administration
SI-00696660,375,11/21/2023,Approved,11/21/2023,DENVER RESCUE MISSION,Paid,11/24/2023,375,0,Check,Reconciled,12/6/2023,375,11/24/2023,PO-00105635,375,CDBG Administration
SI-00657188,75455,11/22/2023,Approved,12/1/2023,OZ ARCHITECTURE INC,Paid,12/22/2023,75455,0,ACH,Reconciled,12/26/2023,75455,12/22/2023,PO-00152802,75455,CDBG Administration
SI-00667622,3670.37,11/22/2023,Approved,12/1/2023,DRY BOX INC,Paid,12/8/2023,3670.37,0,Check,Reconciled,12/22/2023,3670.37,11/22/2023,PO-00190360,3670.37,CDBG Administration
SI-00601670,6258.83,11/22/2023,Approved,12/1/2023,SECURITAS SECURITY SERVICES USA INC,Paid,12/22/2023,6258.83,0,ACH,Reconciled,12/26/2023,6258.83,12/22/2023,PO-00143947,6258.83,CDBG Administration
SI-00652415,91853.36,11/22/2023,Approved,11/22/2023,NEWMARK PARTNERS LP,Paid,12/22/2023,91853.36,0,ACH,Reconciled,12/26/2023,91853.36,12/22/2023,PO-00103605,91853.36,CDBG Administration
SI-00600218,29665.29,11/24/2023,Approved,12/1/2023,DRY BOX INC,Paid,12/22/2023,29665.29,0,Check,Reconciled,1/2/2024,29665.29,12/24/2023,,29665.29,CDBG Administration
SI-00642889,5115.03,11/24/2023,Approved,12/1/2023,JACOBS ENGINEERING GROUP INC,Paid,12/22/2023,5115.03,0,ACH,Reconciled,12/26/2023,5115.03,12/24/2023,PO-00168152,5115.03,Treasury Department Administration
SI-00625788,308216.3,11/27/2023,Approved,12/1/2023,US MOTELS DENVER NORTH INC,Paid,12/27/2023,308216.3,0,ACH,Reconciled,12/28/2023,308216.3,12/27/2023,PO-00163466,308216.3,CDBG Administration
SI-00615741,470580,11/28/2023,Approved,11/28/2023,CATHOLIC CHARITIES AND COMMUNITY SERVICES OF DENVER,Paid,12/5/2023,470580,0,ACH,Reconciled,12/6/2023,470580,11/28/2023,PO-00186453,470580,CDBG Administration
SI-00627781,592.8,11/29/2023,Approved,1/1/2024,CENTRAL STUDENT TRANSPORTATION,Paid,1/18/2024,592.8,0,Check,Reconciled,1/30/2024,592.8,12/29/2023,PO-00151937,51.48,Housing Opportunity
SI-00627781,592.8,11/29/2023,Approved,1/1/2024,CENTRAL STUDENT TRANSPORTATION,Paid,1/18/2024,,,,Reconciled,1/30/2024,592.8,12/29/2023,PO-00151937,78.65,Housing Opportunity
SI-00627781,592.8,11/29/2023,Approved,1/1/2024,CENTRAL STUDENT TRANSPORTATION,Paid,1/18/2024,,,,Reconciled,1/30/2024,592.8,12/29/2023,PO-00151937,101.27,Housing Opportunity
SI-00627781,592.8,11/29/2023,Approved,1/1/2024,CENTRAL STUDENT TRANSPORTATION,Paid,1/18/2024,,,,Reconciled,1/30/2024,592.8,12/29/2023,PO-00151937,111.8,Housing Opportunity
SI-00627781,592.8,11/29/2023,Approved,1/1/2024,CENTRAL STUDENT TRANSPORTATION,Paid,1/18/2024,,,,Reconciled,1/30/2024,592.8,12/29/2023,PO-00151937,249.6,Housing Opportunity
SI-00666575,7465.43,11/29/2023,Approved,12/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/28/2023,7465.43,0,ACH,Reconciled,12/29/2023,7465.43,12/29/2023,PO-00143259,7465.43,CDBG Administration
SI-00603512,6655.87,11/29/2023,Approved,12/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/28/2023,6655.87,0,ACH,Reconciled,12/29/2023,6655.87,12/29/2023,PO-00143259,6655.87,CDBG Administration
SI-00684880,7596,11/29/2023,Approved,12/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/28/2023,7596,0,ACH,Reconciled,12/29/2023,7596,12/29/2023,PO-00143259,7596,CDBG Administration
SI-00677329,7415.96,11/29/2023,Approved,12/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/28/2023,7415.96,0,ACH,Reconciled,12/29/2023,7415.96,12/29/2023,PO-00143259,7415.96,CDBG Administration
SI-00662653,3533.43,11/30/2023,Approved,12/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/28/2023,3533.43,0,ACH,Reconciled,12/29/2023,3533.43,12/30/2023,PO-00143259,3533.43,CDBG Administration
SI-00683981,2206.96,11/30/2023,Approved,12/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/28/2023,2206.96,0,ACH,Reconciled,12/29/2023,2206.96,12/30/2023,PO-00143259,2206.96,CDBG Administration
SI-00648341,95120.21,12/1/2023,Approved,12/1/2023,JBK HOTELS LLC,Paid,12/22/2023,95120.21,0,ACH,Reconciled,12/26/2023,95120.21,12/21/2023,PO-00153371,95120.21,CDBG Administration
SI-00647640,568118.58,12/1/2023,Approved,12/1/2023,FACILITY SOLUTIONS GROUP FSG,Paid,12/18/2023,558118.58,0,ACH,Reconciled,12/19/2023,568118.58,12/1/2023,PO-00119905,568118.58,Homelessness Resolution
SI-00656695,39247.49,12/1/2023,Approved,12/1/2023,HANDPRINT ARCHITECTURE INC,Paid,12/28/2023,39247.49,0,ACH,Reconciled,12/29/2023,39247.49,12/31/2023,PO-00128621,39247.49,CDBG Administration
SI-00695278,315295.2,12/1/2023,Approved,12/1/2023,US MOTELS DENVER NORTH INC,Paid,12/28/2023,315295.2,0,ACH,Reconciled,12/29/2023,315295.2,12/31/2023,PO-00179385,315295.2,CDBG Administration
SI-00686138,80333.1,12/1/2023,Approved,12/1/2023,HANDPRINT ARCHITECTURE INC,Paid,12/28/2023,80333.1,0,ACH,Reconciled,12/29/2023,80333.1,12/31/2023,PO-00128621,80333.1,CDBG Administration
SI-00647311,4448.98,12/4/2023,Approved,12/4/2023,NEWMARK PARTNERS LP,Paid,12/21/2023,4448.98,0,ACH,Reconciled,12/22/2023,4448.98,12/21/2023,PO-00193031,4448.98,CDBG Administration
SI-00627110,12018.7,12/4/2023,Approved,12/4/2023,HANDPRINT ARCHITECTURE INC,Paid,1/3/2024,12018.7,0,ACH,Reconciled,1/4/2024,12018.7,1/3/2024,PO-00141571,12018.7,CDBG Administration
SI-00661221,7719.61,12/4/2023,Approved,12/4/2023,DRY BOX INC,Paid,12/15/2023,7719.61,0,Check,Reconciled,12/22/2023,7719.61,12/14/2023,,7719.61,CDBG Administration
SI-00669474,144607.02,12/4/2023,Approved,12/4/2023,HANDPRINT ARCHITECTURE INC,Paid,1/3/2024,144607.02,0,ACH,Reconciled,1/4/2024,144607.02,1/3/2024,PO-00128621,144607.02,CDBG Administration
SI-00698261,7725.07,12/5/2023,Approved,12/5/2023,BOB BARKER COMPANY INC,Paid,1/4/2024,7725.07,0,ACH,Reconciled,1/5/2024,7725.07,1/4/2024,PO-00100089,7725.07,CDBG Administration
SI-00627146,14146.74,12/5/2023,Approved,12/5/2023,COLORADO VILLAGE COLLABORATIVE,Paid,1/4/2024,14146.74,0,ACH,Reconciled,1/5/2024,14146.74,1/4/2024,PO-00143259,14146.74,CDBG Administration
SI-00643149,10630.52,12/5/2023,Approved,12/5/2023,COLORADO VILLAGE COLLABORATIVE,Paid,1/4/2024,10630.52,0,ACH,Reconciled,1/5/2024,10630.52,1/4/2024,PO-00143259,10630.52,CDBG Administration
SI-00688400,11119.03,12/5/2023,Approved,12/5/2023,COLORADO VILLAGE COLLABORATIVE,Paid,1/4/2024,11119.03,0,ACH,Reconciled,1/5/2024,11119.03,1/4/2024,PO-00143259,11119.03,CDBG Administration
SI-00621989,4208.2,12/5/2023,Approved,12/5/2023,COLORADO VILLAGE COLLABORATIVE,Paid,1/4/2024,4208.2,0,ACH,Reconciled,1/5/2024,4208.2,1/4/2024,PO-00143259,4208.2,CDBG Administration
SI-00635988,60556.8,12/10/2023,Approved,12/10/2023,JBK HOTELS LLC,Paid,12/22/2023,60556.8,0,ACH,Reconciled,12/26/2023,60556.8,12/21/2023,PO-00153371,60556.8,CDBG Administration
SI-00602261,3348,12/11/2023,Approved,12/11/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,1/2/2024,3348,0,ACH,Reconciled,1/3/2024,3348,12/21/2023,PO-00130970,3348,CDBG Administration
SI-00669828,32736,12/11/2023,Approved,12/11/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,1/2/2024,32736,0,ACH,Reconciled,1/3/2024,32736,12/21/2023,PO-00130970,32736,CDBG Administration
SI-00677852,28830,12/11/2023,Approved,12/11/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,1/2/2024,28830,0,ACH,Reconciled,1/3/2024,28830,12/21/2023,PO-00130970,28830,CDBG Administration
SI-00659485,1600,12/11/2023,Approved,12/11/2023,NEWMARK PARTNERS LP,Paid,1/10/2024,1600,0,ACH,Reconciled,1/11/2024,1600,1/10/2024,PO-00136655,1600,CDBG Administration
SI-00646205,38142.19,12/12/2023,Approved,1/1/2024,US MOTELS DENVER NORTH INC,Paid,1/11/2024,38142.19,0,ACH,Reconciled,1/12/2024,38142.19,1/11/2024,PO-00102444,38142.19,CDBG Administration
SI-00661617,27900,12/12/2023,Approved,12/12/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,1/11/2024,27900,0,ACH,Reconciled,1/12/2024,27900,1/11/2024,PO-00130970,27900,CDBG Administration
SI-00609620,32736,12/12/2023,Approved,12/12/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,1/2/2024,32736,0,ACH,Reconciled,1/3/2024,32736,12/12/2023,PO-00130970,32736,CDBG Administration
SI-00667989,5243.25,12/12/2023,Approved,12/12/2023,JBK HOTELS LLC,Paid,1/11/2024,5243.25,0,ACH,Reconciled,1/12/2024,5243.25,1/11/2024,PO-00131634,5243.25,CDBG Administration
SI-00615439,5941,12/12/2023,Approved,12/12/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,1/2/2024,5941,0,ACH,Reconciled,1/3/2024,5941,12/12/2023,PO-00130970,5941,CDBG Administration
SI-00678958,43148.31,12/14/2023,Approved,1/1/2024,HANDPRINT ARCHITECTURE INC,Paid,1/12/2024,43148.31,0,ACH,Reconciled,1/16/2024,43148.31,1/13/2024,PO-00128621,43148.31,CDBG Administration
SI-00662720,27900,12/14/2023,Approved,12/14/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,1/12/2024,27900,0,ACH,Reconciled,1/16/2024,27900,1/13/2024,PO-00130970,27900,CDBG Administration
SI-00645440,87598.95,12/14/2023,Approved,12/14/2023,HANDPRINT ARCHITECTURE INC,Paid,1/12/2024,87598.95,0,ACH,Reconciled,1/16/2024,87598.95,1/13/2024,PO-00128621,87598.95,CDBG Administration
SI-00613253,1623.1,12/14/2023,Approved,12/14/2023,NEWMARK PARTNERS LP,Paid,1/12/2024,1623.1,0,ACH,Reconciled,1/16/2024,1623.1,1/13/2024,PO-00136655,1623.1,CDBG Administration
SI-00606108,2723.29,12/14/2023,Approved,12/14/2023,FACILITY SOLUTIONS GROUP FSG,Paid,12/21/2023,2723.29,0,ACH,Reconciled,12/22/2023,2723.29,12/21/2023,PO-00127764,2723.29,CDBG Administration
SI-00677619,1961.88,12/14/2023,Approved,12/14/2023,FACILITY SOLUTIONS GROUP FSG,Paid,12/20/2023,1961.88,0,ACH,Reconciled,12/21/2023,1961.88,12/14/2023,PO-00127764,1961.88,CDBG Administration
SI-00667748,155269.81,12/14/2023,Approved,12/14/2023,HANDPRINT ARCHITECTURE INC,Paid,1/12/2024,155269.81,0,ACH,Reconciled,1/16/2024,155269.81,1/13/2024,PO-00128621,155269.81,CDBG Administration
SI-00683718,4538.37,12/14/2023,Approved,12/14/2023,FACILITY SOLUTIONS GROUP FSG,Paid,12/20/2023,4538.37,0,ACH,Reconciled,12/21/2023,4538.37,12/14/2023,PO-00127764,4538.37,CDBG Administration
SI-00619589,3585.8,12/15/2023,Approved,1/1/2024,DRY BOX INC,Paid,1/12/2024,3585.8,0,Check,Reconciled,1/26/2024,3585.8,1/14/2024,PO-00169385,3585.8,CDBG Administration
SI-00675681,11648.98,12/15/2023,Approved,1/1/2024,SAINT FRANCIS CENTER,Paid,1/12/2024,11648.98,0,ACH,Reconciled,1/16/2024,11648.98,1/14/2024,PO-00153135,11648.98,CDBG Administration
SI-00694682,12628,12/15/2023,Approved,1/1/2024,B2B SOLUTIONS LLC,Paid,1/12/2024,12628,0,ACH,Reconciled,1/16/2024,12628,1/14/2024,PO-00140078,6901.46,CDBG Administration
SI-00680238,66409.93,12/15/2023,Approved,1/1/2024,NEWMARK PARTNERS LP,Paid,1/12/2024,66409.93,0,ACH,Reconciled,1/16/2024,66409.93,1/14/2024,PO-00103605,66409.93,CDBG Administration
SI-00629859,84410.48,12/15/2023,Approved,12/15/2023,DRY BOX INC,Paid,1/12/2024,84410.48,0,Check,Reconciled,1/26/2024,84410.48,1/14/2024,PO-00122926,84410.48,CDBG Administration
SI-00634122,33222.2,12/15/2023,Approved,12/15/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/27/2023,33222.2,0,ACH,Reconciled,12/28/2023,33222.2,12/15/2023,PO-00152675,33222.2,CDBG Administration
SI-00646374,708161.28,12/15/2023,Approved,12/15/2023,SECURITAS SECURITY SERVICES USA INC,Paid,1/12/2024,708161.28,0,ACH,Reconciled,1/16/2024,708161.28,1/14/2024,PO-00199489,708161.28,CDBG Administration
SI-00651526,663.97,12/15/2023,Approved,12/15/2023,OAK ENVIRONMENTAL LLC,Paid,1/12/2024,663.97,0,ACH,Reconciled,1/16/2024,663.97,1/14/2024,PO-00131841,663.97,CDBG Administration
SI-00662821,2385.66,12/15/2023,Approved,12/15/2023,OAK ENVIRONMENTAL LLC,Paid,1/12/2024,2385.66,0,ACH,Reconciled,1/16/2024,2385.66,1/14/2024,PO-00140491,2385.66,CDBG Administration
SI-00684671,14785.72,12/18/2023,Approved,1/1/2024,SECURITAS SECURITY SERVICES USA INC,Paid,1/17/2024,14785.72,0,ACH,Reconciled,1/18/2024,14785.72,1/17/2024,PO-00198057,14785.72,CDBG Administration
SI-00647985,12002.61,12/18/2023,Approved,1/1/2024,HANDPRINT ARCHITECTURE INC,Paid,1/17/2024,12002.61,0,ACH,Reconciled,1/18/2024,12002.61,1/17/2024,PO-00141571,12002.61,CDBG Administration
SI-00636608,13924.65,12/18/2023,Approved,1/1/2024,B2B SOLUTIONS LLC,Paid,1/17/2024,13924.65,0,ACH,Reconciled,1/18/2024,13924.65,1/17/2024,PO-00128507,13924.65,CDBG Administration
SI-00634578,85605.77,12/18/2023,Approved,1/1/2024,HANDPRINT ARCHITECTURE INC,Paid,1/17/2024,85605.77,0,ACH,Reconciled,1/18/2024,85605.77,1/17/2024,PO-00128621,85605.77,CDBG Administration
SI-00640067,113311.23,12/18/2023,Approved,1/1/2024,BUSCO INC,Paid,1/4/2024,113311.23,0,ACH,Reconciled,1/5/2024,113311.23,12/18/2023,PO-00156759,113311.23,CDBG Administration
SI-00619543,5219.13,12/18/2023,Approved,12/18/2023,DRY BOX INC,Paid,1/17/2024,5219.13,0,Check,Reconciled,1/26/2024,5219.13,1/17/2024,,5219.13,CDBG Administration
SI-00697199,33121.91,12/18/2023,Approved,12/18/2023,BUSCO INC,Paid,1/17/2024,33121.91,0,ACH,Reconciled,1/18/2024,33121.91,1/17/2024,PO-00139256,33121.91,CDBG Administration
SI-00628522,17790.5,12/18/2023,Approved,12/18/2023,HANDPRINT ARCHITECTURE INC,Paid,1/17/2024,17790.5,0,ACH,Reconciled,1/18/2024,17790.5,1/17/2024,PO-00128621,17790.5,CDBG Administration
SI-00616303,42383.22,12/18/2023,Approved,12/18/2023,HANDPRINT ARCHITECTURE INC,Paid,1/17/2024,42383.22,0,ACH,Reconciled,1/18/2024,42383.22,1/17/2024,PO-00128621,42383.22,CDBG Administration
SI-00619036,24135.29,12/19/2023,Approved,1/1/2024,COLORADO VILLAGE COLLABORATIVE,Paid,1/18/2024,24135.29,0,ACH,Reconciled,1/19/2024,24135.29,1/18/2024,PO-00143259,24135.29,CDBG Administration
SI-00639517,530.1,12/19/2023,Approved,1/1/2024,LAND TITLE GUARANTEE CO,Paid,1/18/2024,530.1,0,ACH,Reconciled,1/19/2024,530.1,1/18/2024,,530.1,CDBG Administration
SI-00694134,441.21,12/19/2023,Approved,1/1/2024,LAND TITLE GUARANTEE CO,Paid,1/18/2024,441.21,0,ACH,Reconciled,1/19/2024,441.21,1/18/2024,PO-00105564,441.21,CDBG Administration
SI-00603367,2906.4,12/19/2023,Approved,1/1/2024,DRY BOX INC,Paid,1/18/2024,2906.4,0,Check,Reconciled,1/26/2024,2906.4,1/18/2024,PO-00165518,2906.4,CDBG Administration
SI-00621231,17088.16,12/19/2023,Approved,12/19/2023,QUEBEC HOSPITALITY LLC,Paid,1/18/2024,17088.16,0,Check,Reconciled,1/31/2024,17088.16,1/18/2024,PO-00165678,17088.16,CDBG Administration
SI-00676785,375,12/19/2023,Approved,12/19/2023,DENVER RESCUE MISSION,Paid,1/18/2024,375,0,Check,Reconciled,1/30/2024,375,1/18/2024,PO-00105635,375,CDBG Administration
SI-00686057,2999957.25,12/20/2023,Approved,1/1/2024,NEWMARK PARTNERS LP,Paid,1/19/2024,2999957.25,0,ACH,Reconciled,1/22/2024,2999957.25,1/19/2024,PO-00128692,2999957.25,Early Intervention Team
SI-00605937,31940,12/20/2023,Approved,1/1/2024,BAYAUD ENTERPRISES INC,Paid,1/12/2024,31940,0,ACH,Reconciled,1/16/2024,31940,1/12/2024,PO-00182453,31940,CDBG Administration
SI-00657451,142532.45,12/21/2023,Approved,1/1/2024,JBK HOTELS LLC,Paid,2/6/2024,142532.45,0,ACH,Reconciled,2/7/2024,142532.45,1/20/2024,PO-00153371,68236.27,Real Estate Management
SI-00657451,142532.45,12/21/2023,Approved,1/1/2024,JBK HOTELS LLC,Paid,2/6/2024,,,,Reconciled,2/7/2024,142532.45,1/20/2024,PO-00153371,74296.18,CDBG Administration
SI-00646241,24531,12/21/2023,Approved,1/1/2024,US MOTELS DENVER NORTH INC,Paid,1/19/2024,24531,0,ACH,Reconciled,1/22/2024,24531,1/20/2024,PO-00164279,24531,CDBG Administration
SI-00696046,174974.94,12/21/2023,Approved,1/1/2024,BUSCO INC,Paid,1/19/2024,174974.94,0,ACH,Reconciled,1/22/2024,174974.94,1/20/2024,PO-00120415,174974.94,CDBG Administration
SI-00646078,14748.13,12/21/2023,Approved,1/1/2024,BUSCO INC,Paid,1/19/2024,14748.13,0,ACH,Reconciled,1/22/2024,14748.13,1/20/2024,PO-00156759,14748.13,CDBG Administration
SI-00632985,67899.78,12/21/2023,Approved,1/1/2024,JBK HOTELS LLC,Paid,1/19/2024,67899.78,0,ACH,Reconciled,1/22/2024,67899.78,1/20/2024,PO-00153371,67899.78,CDBG Administration
SI-00630877,68477.04,12/21/2023,Approved,1/1/2024,COLORADO VILLAGE COLLABORATIVE,Paid,1/19/2024,68477.04,0,ACH,Reconciled,1/22/2024,68477.04,1/20/2024,PO-00106768,68477.04,CDBG Administration
SI-00662184,1900,12/21/2023,Approved,1/1/2024,OZ ARCHITECTURE INC,Paid,1/19/2024,1900,0,ACH,Reconciled,1/22/2024,1900,1/20/2024,PO-00152802,1900,CDBG Administration
SI-00675516,825213.74,12/21/2023,Approved,12/21/2023,FACILITY SOLUTIONS GROUP FSG,Paid,12/28/2023,790329.66,0,ACH,Reconciled,12/29/2023,825213.74,12/21/2023,PO-00119905,825213.74,Homelessness Resolution
SI-00633669,250,12/21/2023,Approved,12/21/2023,DENVER RESCUE MISSION,Paid,1/19/2024,250,0,Check,Reconciled,1/30/2024,250,1/20/2024,PO-00105635,250,CDBG Administration
SI-00619578,10827.16,12/27/2023,Approved,1/1/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/23/2024,10827.16,0,ACH,Reconciled,1/24/2024,10827.16,12/27/2023,PO-00139804,10827.16,CDBG Administration
SI-00620124,22744.62,12/28/2023,Approved,1/1/2024,QUEBEC HOSPITALITY LLC,Paid,1/26/2024,22744.62,0,Check,Reconciled,2/14/2024,22744.62,1/27/2024,PO-00165678,22744.62,CDBG Administration
SI-00687885,11933.32,12/28/2023,Approved,1/1/2024,SAFEWARE INC,Paid,1/26/2024,11933.32,0,ACH,Reconciled,1/29/2024,11933.32,1/27/2024,PO-00100636,11933.32,CDBG Administration
SI-00683417,60269.83,12/28/2023,Approved,1/1/2024,HANDPRINT ARCHITECTURE INC,Paid,1/26/2024,60269.83,0,ACH,Reconciled,1/29/2024,60269.83,1/27/2024,PO-00128621,60269.83,CDBG Administration
SI-00657779,61634.94,12/28/2023,Approved,1/1/2024,HANDPRINT ARCHITECTURE INC,Paid,1/26/2024,61634.94,0,ACH,Reconciled,1/29/2024,61634.94,1/27/2024,PO-00128621,61634.94,CDBG Administration
SI-00609657,1404.55,12/28/2023,Approved,1/1/2024,SAFEWARE INC,Paid,1/26/2024,1404.55,0,ACH,Reconciled,1/29/2024,1404.55,1/27/2024,PO-00131332,1404.55,CDBG Administration
SI-00626198,100440,12/29/2023,Approved,1/1/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/10/2024,100440,0,ACH,Reconciled,1/11/2024,100440,12/29/2023,PO-00127696,18660,CDBG Administration
SI-00626198,100440,12/29/2023,Approved,1/1/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/10/2024,,,,Reconciled,1/11/2024,100440,12/29/2023,PO-00127696,81780,CDBG Administration
SI-00675671,97200,12/29/2023,Approved,1/1/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/10/2024,97200,0,ACH,Reconciled,1/11/2024,97200,12/29/2023,PO-00127696,16900,CDBG Administration
SI-00675671,97200,12/29/2023,Approved,1/1/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/10/2024,,,,Reconciled,1/11/2024,97200,12/29/2023,PO-00127696,80300,CDBG Administration
SI-00696025,12049.64,12/31/2023,Approved,2/1/2024,FACILITY SOLUTIONS GROUP FSG,Paid,2/15/2024,12049.64,0,ACH,Reconciled,2/16/2024,12049.64,12/31/2023,PO-00139804,12049.64,CDBG Administration
SI-00661999,95005.98,12/31/2023,Approved,2/1/2024,JBK HOTELS LLC,Paid,2/14/2024,95005.98,0,ACH,Reconciled,2/15/2024,95005.98,1/30/2024,PO-00153371,16409.67,Real Estate Management
SI-00661999,95005.98,12/31/2023,Approved,2/1/2024,JBK HOTELS LLC,Paid,2/14/2024,,,,Reconciled,2/15/2024,95005.98,1/30/2024,PO-00153371,78596.31,CDBG Administration
SI-00632329,3189.6,12/31/2023,Approved,1/1/2024,US MOTELS DENVER NORTH INC,Paid,2/9/2024,3189.6,0,ACH,Reconciled,2/12/2024,3189.6,1/30/2024,,3189.6,CDBG Administration
SI-00611173,4359.81,12/31/2023,Approved,1/1/2024,DRY BOX INC,Paid,2/9/2024,4359.81,0,Check,Reconciled,2/21/2024,4359.81,1/30/2024,,4359.81,CDBG Administration
SI-00698332,683.6,12/31/2023,Approved,1/1/2024,LAND TITLE GUARANTEE CO,Paid,2/7/2024,683.6,0,ACH,Reconciled,2/8/2024,683.6,1/30/2024,,683.6,CDBG Administration
SI-00658766,17236.05,12/31/2023,Approved,1/1/2024,LAND TITLE GUARANTEE CO,Paid,2/6/2024,17236.05,0,ACH,Reconciled,2/7/2024,17236.05,1/30/2024,,17236.05,CDBG Administration
SI-00636344,12969.61,12/31/2023,Approved,1/1/2024,US MOTELS DENVER NORTH INC,Paid,2/5/2024,12969.61,0,ACH,Reconciled,2/6/2024,12969.61,1/30/2024,,3390.7,CDBG Administration
SI-00652016,6637.15,12/31/2023,Approved,1/1/2024,US MOTELS DENVER NORTH INC,Paid,2/5/2024,6637.15,0,ACH,Reconciled,2/6/2024,6637.15,1/30/2024,,3384.9,CDBG Administration
SI-00654969,8052.14,12/31/2023,Approved,1/1/2024,US MOTELS DENVER NORTH INC,Paid,1/30/2024,8052.14,0,ACH,Reconciled,1/31/2024,8052.14,1/30/2024,,3118.14,CDBG Administration
SI-00695653,120686.13,12/31/2023,Approved,1/1/2024,FAMILY PROMISE OF GREATER DENVER,Paid,1/8/2024,114651.82,0,ACH,Reconciled,1/9/2024,120686.13,12/31/2023,PO-00124409,120686.13,CDBG Administration
SI-00684058,29760,1/2/2024,Approved,2/1/2024,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,2/14/2024,29760,0,ACH,Reconciled,2/15/2024,29760,2/1/2024,PO-00130970,29760,CDBG Administration
SI-00654322,4195.3,1/2/2024,Approved,1/2/2024,BOB BARKER COMPANY INC,Paid,2/1/2024,4195.3,0,ACH,Reconciled,2/2/2024,4195.3,2/1/2024,PO-00100089,4195.3,CDBG Administration
SI-00681318,470580,1/2/2024,Approved,1/2/2024,CATHOLIC CHARITIES AND COMMUNITY SERVICES OF DENVER,Paid,1/9/2024,470580,0,ACH,Reconciled,1/10/2024,470580,1/2/2024,PO-00186453,470580,CDBG Administration
SI-00610504,43191.31,1/4/2024,Approved,1/4/2024,US MOTELS DENVER NORTH INC,Paid,2/2/2024,43191.31,0,ACH,Reconciled,2/5/2024,43191.31,2/3/2024,PO-00102444,43191.31,CDBG Administration
